"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"MA","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.607","","01/01/2015","09/30/2015"
"MD","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters.","01/01/2015","09/30/2015"
"ME","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.498","","01/01/2015","09/30/2015"
"MI","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.590","","01/01/2015","09/30/2015"
"MN","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.517","","01/01/2015","09/30/2015"
"MO","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.510","","01/01/2015","09/30/2015"
"MP","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","09/30/2015"
"MS","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.439","","01/01/2015","09/30/2015"
"MT","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.372","","01/01/2015","09/30/2015"
"NC","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.499","","01/01/2015","09/30/2015"
"ND","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.361","","01/01/2015","09/30/2015"
"NE","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.496","","01/01/2015","09/30/2015"
"NH","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.355","","01/01/2015","09/30/2015"
"NJ","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.619","","01/01/2015","09/30/2015"
"NM","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.481","","01/01/2015","09/30/2015"
"NV","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.356","","01/01/2015","09/30/2015"
"NY","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.649","","01/01/2015","09/30/2015"
"OH","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.447","","01/01/2015","09/30/2015"
"OK","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.472","","01/01/2015","09/30/2015"
"OR","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.479","","01/01/2015","09/30/2015"
"PA","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.601","","01/01/2015","09/30/2015"
"PR","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.213","","01/01/2015","09/30/2015"
"RI","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.589","","01/01/2015","09/30/2015"
"SC","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.598","","01/01/2015","09/30/2015"
"SD","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.416","","01/01/2015","09/30/2015"
"TN","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.470","","01/01/2015","09/30/2015"
"TX","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.463","","01/01/2015","09/30/2015"
"UT","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.762","","01/01/2015","09/30/2015"
"VA","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.521","","01/01/2015","09/30/2015"
"VI","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.743","","01/01/2015","09/30/2015"
"VT","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.315","","01/01/2015","09/30/2015"
"WA","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.512","","01/01/2015","09/30/2015"
"WI","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.420","","01/01/2015","09/30/2015"
"WV","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.359","","01/01/2015","09/30/2015"
"WY","CAUTI: Lower Confidence Limit","HAI_2_CI_LOWER","0.047","","01/01/2015","09/30/2015"
"AK","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","1.031","","10/01/2014","09/30/2015"
"AL","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.555","","10/01/2014","09/30/2015"
"AR","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.812","","10/01/2014","09/30/2015"
"AS","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"AZ","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.732","","10/01/2014","09/30/2015"
"CA","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.869","","10/01/2014","09/30/2015"
"CO","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.599","","10/01/2014","09/30/2015"
"CT","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.847","","10/01/2014","09/30/2015"
"DC","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.744","","10/01/2014","09/30/2015"
"DE","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.826","","10/01/2014","09/30/2015"
"FL","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.681","","10/01/2014","09/30/2015"
"GA","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.869","","10/01/2014","09/30/2015"
"GU","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","Not Available","5 - Results are not available for this reporting period.","10/01/2014","09/30/2015"
"HI","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.459","","10/01/2014","09/30/2015"
"IA","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.746","","10/01/2014","09/30/2015"
"ID","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.676","","10/01/2014","09/30/2015"
"IL","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.721","","10/01/2014","09/30/2015"
"IN","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.811","","10/01/2014","09/30/2015"
"KS","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.719","","10/01/2014","09/30/2015"
"KY","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.716","","10/01/2014","09/30/2015"
"LA","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.683","","10/01/2014","09/30/2015"
"MA","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.902","","10/01/2014","09/30/2015"
"MD","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2014","09/30/2015"
"ME","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","1.011","","10/01/2014","09/30/2015"
"MI","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.810","","10/01/2014","09/30/2015"
"MN","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.848","","10/01/2014","09/30/2015"
"MO","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.755","","10/01/2014","09/30/2015"
"MP","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"MS","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.630","","10/01/2014","09/30/2015"
"MT","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.579","","10/01/2014","09/30/2015"
"NC","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.736","","10/01/2014","09/30/2015"
"ND","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.529","","10/01/2014","09/30/2015"
"NE","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.978","","10/01/2014","09/30/2015"
"NH","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.654","","10/01/2014","09/30/2015"
"NJ","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.873","","10/01/2014","09/30/2015"
"NM","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.838","","10/01/2014","09/30/2015"
"NV","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.571","","10/01/2014","09/30/2015"
"NY","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.763","","10/01/2014","09/30/2015"
"OH","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.605","","10/01/2014","09/30/2015"
"OK","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.674","","10/01/2014","09/30/2015"
"OR","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.915","","10/01/2014","09/30/2015"
"PA","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.784","","10/01/2014","09/30/2015"
"PR","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.436","","10/01/2014","09/30/2015"
"RI","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.986","","10/01/2014","09/30/2015"
"SC","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.824","","10/01/2014","09/30/2015"
"SD","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.869","","10/01/2014","09/30/2015"
"TN","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.767","","10/01/2014","09/30/2015"
"TX","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.699","","10/01/2014","09/30/2015"
"UT","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.967","","10/01/2014","09/30/2015"
"VA","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.775","","10/01/2014","09/30/2015"
"VI","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","2.676","","10/01/2014","09/30/2015"
"VT","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.558","","10/01/2014","09/30/2015"
"WA","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.778","","10/01/2014","09/30/2015"
"WI","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.682","","10/01/2014","09/30/2015"
"WV","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.484","","10/01/2014","09/30/2015"
"WY","Catheter-Associated Urinary Tract Infections (CAUTI) in ICUs only","HAI_2a_SIR","0.392","","10/01/2014","09/30/2015"
"AK","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.688","","10/01/2014","09/30/2015"
"AL","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.619","","10/01/2014","09/30/2015"
"AR","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.935","","10/01/2014","09/30/2015"
"AS","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"AZ","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.823","","10/01/2014","09/30/2015"
"CA","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.911","","10/01/2014","09/30/2015"
"CO","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.699","","10/01/2014","09/30/2015"
"CT","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.975","","10/01/2014","09/30/2015"
"DC","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.922","","10/01/2014","09/30/2015"
"DE","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.110","","10/01/2014","09/30/2015"
"FL","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.721","","10/01/2014","09/30/2015"
"GA","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.940","","10/01/2014","09/30/2015"
"GU","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.212","","10/01/2014","09/30/2015"
"HI","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.668","","10/01/2014","09/30/2015"
"IA","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.902","","10/01/2014","09/30/2015"
"ID","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.905","","10/01/2014","09/30/2015"
"IL","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.786","","10/01/2014","09/30/2015"
"IN","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.898","","10/01/2014","09/30/2015"
"KS","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.854","","10/01/2014","09/30/2015"
"KY","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.804","","10/01/2014","09/30/2015"
"LA","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.764","","10/01/2014","09/30/2015"
"MA","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.989","","10/01/2014","09/30/2015"
"MD","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2014","09/30/2015"
"ME","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.315","","10/01/2014","09/30/2015"
"MI","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.875","","10/01/2014","09/30/2015"
"MN","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.969","","10/01/2014","09/30/2015"
"MO","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.834","","10/01/2014","09/30/2015"
"MP","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"MS","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.734","","10/01/2014","09/30/2015"
"MT","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.920","","10/01/2014","09/30/2015"
"NC","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.804","","10/01/2014","09/30/2015"
"ND","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.769","","10/01/2014","09/30/2015"
"NE","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.205","","10/01/2014","09/30/2015"
"NH","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.885","","10/01/2014","09/30/2015"
"NJ","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.953","","10/01/2014","09/30/2015"
"NM","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.025","","10/01/2014","09/30/2015"
"NV","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.673","","10/01/2014","09/30/2015"
"NY","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.810","","10/01/2014","09/30/2015"
"OH","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.653","","10/01/2014","09/30/2015"
"OK","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.774","","10/01/2014","09/30/2015"
"OR","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.073","","10/01/2014","09/30/2015"
"PA","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.838","","10/01/2014","09/30/2015"
"PR","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.611","","10/01/2014","09/30/2015"
"RI","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.268","","10/01/2014","09/30/2015"
"SC","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.927","","10/01/2014","09/30/2015"
"SD","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.240","","10/01/2014","09/30/2015"
"TN","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.837","","10/01/2014","09/30/2015"
"TX","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.740","","10/01/2014","09/30/2015"
"UT","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","1.161","","10/01/2014","09/30/2015"
"VA","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.858","","10/01/2014","09/30/2015"
"VI","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","5.566","","10/01/2014","09/30/2015"
"VT","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.915","","10/01/2014","09/30/2015"
"WA","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.887","","10/01/2014","09/30/2015"
"WI","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.786","","10/01/2014","09/30/2015"
"WV","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.587","","10/01/2014","09/30/2015"
"WY","CAUTI Upper Confidence Limit","HAI_2a_CI_UPPER","0.944","","10/01/2014","09/30/2015"
"AK","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.587","","10/01/2014","09/30/2015"
"AL","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.496","","10/01/2014","09/30/2015"
"AR","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.702","","10/01/2014","09/30/2015"
"AS","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"AZ","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.649","","10/01/2014","09/30/2015"
"CA","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.829","","10/01/2014","09/30/2015"
"CO","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.510","","10/01/2014","09/30/2015"
"CT","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.732","","10/01/2014","09/30/2015"
"DC","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.593","","10/01/2014","09/30/2015"
"DE","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.601","","10/01/2014","09/30/2015"
"FL","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.643","","10/01/2014","09/30/2015"
"GA","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.801","","10/01/2014","09/30/2015"
"GU","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","-","","10/01/2014","09/30/2015"
"HI","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.304","","10/01/2014","09/30/2015"
"IA","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.612","","10/01/2014","09/30/2015"
"ID","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.494","","10/01/2014","09/30/2015"
"IL","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.660","","10/01/2014","09/30/2015"
"IN","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.731","","10/01/2014","09/30/2015"
"KS","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.601","","10/01/2014","09/30/2015"
"KY","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.636","","10/01/2014","09/30/2015"
"LA","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.608","","10/01/2014","09/30/2015"
"MA","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.821","","10/01/2014","09/30/2015"
"MD","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2014","09/30/2015"
"ME","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.763","","10/01/2014","09/30/2015"
"MI","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.750","","10/01/2014","09/30/2015"
"MN","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.739","","10/01/2014","09/30/2015"
"MO","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.682","","10/01/2014","09/30/2015"
"MP","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"MS","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.537","","10/01/2014","09/30/2015"
"MT","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.343","","10/01/2014","09/30/2015"
"NC","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.673","","10/01/2014","09/30/2015"
"ND","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.350","","10/01/2014","09/30/2015"
"NE","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.785","","10/01/2014","09/30/2015"
"NH","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.471","","10/01/2014","09/30/2015"
"NJ","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.798","","10/01/2014","09/30/2015"
"NM","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.677","","10/01/2014","09/30/2015"
"NV","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.481","","10/01/2014","09/30/2015"
"NY","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.718","","10/01/2014","09/30/2015"
"OH","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.559","","10/01/2014","09/30/2015"
"OK","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.584","","10/01/2014","09/30/2015"
"OR","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.775","","10/01/2014","09/30/2015"
"PA","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.733","","10/01/2014","09/30/2015"
"PR","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.301","","10/01/2014","09/30/2015"
"RI","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.753","","10/01/2014","09/30/2015"
"SC","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.729","","10/01/2014","09/30/2015"
"SD","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.589","","10/01/2014","09/30/2015"
"TN","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.702","","10/01/2014","09/30/2015"
"TX","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.661","","10/01/2014","09/30/2015"
"UT","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.800","","10/01/2014","09/30/2015"
"VA","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.699","","10/01/2014","09/30/2015"
"VI","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","1.085","","10/01/2014","09/30/2015"
"VT","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.318","","10/01/2014","09/30/2015"
"WA","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.680","","10/01/2014","09/30/2015"
"WI","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.589","","10/01/2014","09/30/2015"
"WV","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.395","","10/01/2014","09/30/2015"
"WY","CAUTI Lower Confidence Limit","HAI_2a_CI_LOWER","0.124","","10/01/2014","09/30/2015"
"AK","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.829","","10/01/2014","09/30/2015"
"AL","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.876","","10/01/2014","09/30/2015"
"AR","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.884","","10/01/2014","09/30/2015"
"AS","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"AZ","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.235","","10/01/2014","09/30/2015"
"CA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.153","","10/01/2014","09/30/2015"
"CO","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.890","","10/01/2014","09/30/2015"
"CT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.258","","10/01/2014","09/30/2015"
"DC","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.632","","10/01/2014","09/30/2015"
"DE","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.433","","10/01/2014","09/30/2015"
"FL","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.924","","10/01/2014","09/30/2015"
"GA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.038","","10/01/2014","09/30/2015"
"GU","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"HI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.014","","10/01/2014","09/30/2015"
"IA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.148","","10/01/2014","09/30/2015"
"ID","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.111","","10/01/2014","09/30/2015"
"IL","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.911","","10/01/2014","09/30/2015"
"IN","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.102","","10/01/2014","09/30/2015"
"KS","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.445","","10/01/2014","09/30/2015"
"KY","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.094","","10/01/2014","09/30/2015"
"LA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.887","","10/01/2014","09/30/2015"
"MA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.064","","10/01/2014","09/30/2015"
"MD","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2014","09/30/2015"
"ME","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.316","","10/01/2014","09/30/2015"
"MI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.059","","10/01/2014","09/30/2015"
"MN","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.177","","10/01/2014","09/30/2015"
"MO","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.863","","10/01/2014","09/30/2015"
"MP","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"MS","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.664","","10/01/2014","09/30/2015"
"MT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.808","","10/01/2014","09/30/2015"
