"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"OR","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","23","","10/01/2014","09/30/2015"
"PA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","20","","10/01/2014","09/30/2015"
"PR","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"RI","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","15","","10/01/2014","09/30/2015"
"SC","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","25","","10/01/2014","09/30/2015"
"SD","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","17","","10/01/2014","09/30/2015"
"TN","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","21","","10/01/2014","09/30/2015"
"TX","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","20","","10/01/2014","09/30/2015"
"UT","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","10","","10/01/2014","09/30/2015"
"VA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","19","","10/01/2014","09/30/2015"
"VI","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"VT","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","23","","10/01/2014","09/30/2015"
"WA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","16","","10/01/2014","09/30/2015"
"WI","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","16","","10/01/2014","09/30/2015"
"WV","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","19","","10/01/2014","09/30/2015"
"WY","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","14","","10/01/2014","09/30/2015"
"AK","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","14","","10/01/2014","09/30/2015"
"AL","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","30","","10/01/2014","09/30/2015"
"AR","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","30","","10/01/2014","09/30/2015"
"AZ","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","21","","10/01/2014","09/30/2015"
"CA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","28","","10/01/2014","09/30/2015"
"CO","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","14.5","","10/01/2014","09/30/2015"
"CT","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","25.5","","10/01/2014","09/30/2015"
"DC","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","30","","10/01/2014","09/30/2015"
"DE","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","37","","10/01/2014","09/30/2015"
"FL","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","19","","10/01/2014","09/30/2015"
"GA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","31.5","","10/01/2014","09/30/2015"
"HI","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","16","","10/01/2014","09/30/2015"
"IA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","22","","10/01/2014","09/30/2015"
"ID","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","13","","10/01/2014","09/30/2015"
"IL","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","27.5","","10/01/2014","09/30/2015"
"IN","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","22","","10/01/2014","09/30/2015"
"KS","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","14","","10/01/2014","09/30/2015"
"KY","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","24","","10/01/2014","09/30/2015"
"LA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","21","","10/01/2014","09/30/2015"
"MA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","34","","10/01/2014","09/30/2015"
"MD","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2014","09/30/2015"
"ME","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","19.5","","10/01/2014","09/30/2015"
"MI","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","21.5","","10/01/2014","09/30/2015"
"MN","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","18","","10/01/2014","09/30/2015"
"MO","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","23","","10/01/2014","09/30/2015"
"MS","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","22","","10/01/2014","09/30/2015"
"MT","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","26","","10/01/2014","09/30/2015"
"NC","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","23.5","","10/01/2014","09/30/2015"
"ND","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","20","","10/01/2014","09/30/2015"
"NE","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","17","","10/01/2014","09/30/2015"
"NH","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","31","","10/01/2014","09/30/2015"
"NJ","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","25","","10/01/2014","09/30/2015"
"NM","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","22","","10/01/2014","09/30/2015"
"NV","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","11","","10/01/2014","09/30/2015"
"NY","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","28","","10/01/2014","09/30/2015"
"OH","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","20","","10/01/2014","09/30/2015"
"OK","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","24.5","","10/01/2014","09/30/2015"
"OR","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","28","","10/01/2014","09/30/2015"
"PA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","23","","10/01/2014","09/30/2015"
"PR","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"RI","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","27","","10/01/2014","09/30/2015"
"SC","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","33.5","","10/01/2014","09/30/2015"
"SD","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","19","","10/01/2014","09/30/2015"
"TN","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","30","","10/01/2014","09/30/2015"
"TX","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","23","","10/01/2014","09/30/2015"
"UT","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","17","","10/01/2014","09/30/2015"
"VA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","25","","10/01/2014","09/30/2015"
"VI","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"VT","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","21.5","","10/01/2014","09/30/2015"
"WA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","24","","10/01/2014","09/30/2015"
"WI","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","16","","10/01/2014","09/30/2015"
"WV","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","23.5","","10/01/2014","09/30/2015"
"WY","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (moderate)","OP_20_MEDIUM_MIN","20","","10/01/2014","09/30/2015"
"AK","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"AL","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","33","","10/01/2014","09/30/2015"
"AR","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","40.5","","10/01/2014","09/30/2015"
"AZ","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","27.5","","10/01/2014","09/30/2015"
"CA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","34","","10/01/2014","09/30/2015"
"CO","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","14","","10/01/2014","09/30/2015"
"CT","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","28","","10/01/2014","09/30/2015"
"DC","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","96","","10/01/2014","09/30/2015"
"DE","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","24","","10/01/2014","09/30/2015"
"FL","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","19","","10/01/2014","09/30/2015"
"GA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","27","","10/01/2014","09/30/2015"
"HI","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","43","","10/01/2014","09/30/2015"
"IA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","20","","10/01/2014","09/30/2015"
"ID","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","28","","10/01/2014","09/30/2015"
"IL","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","37","","10/01/2014","09/30/2015"
"IN","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","22","","10/01/2014","09/30/2015"
"KS","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","31.5","","10/01/2014","09/30/2015"
"KY","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","28","","10/01/2014","09/30/2015"
"LA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","32","","10/01/2014","09/30/2015"
"MA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","42","","10/01/2014","09/30/2015"
"MD","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2014","09/30/2015"
"ME","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","34","","10/01/2014","09/30/2015"
"MI","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","18","","10/01/2014","09/30/2015"
"MN","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","22","","10/01/2014","09/30/2015"
"MO","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","35","","10/01/2014","09/30/2015"
"MS","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","35","","10/01/2014","09/30/2015"
"MT","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","20.5","","10/01/2014","09/30/2015"
"NC","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","38","","10/01/2014","09/30/2015"
"ND","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","13","","10/01/2014","09/30/2015"
"NE","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","32","","10/01/2014","09/30/2015"
"NH","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","34","","10/01/2014","09/30/2015"
"NJ","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","28.5","","10/01/2014","09/30/2015"
"NM","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","27.5","","10/01/2014","09/30/2015"
"NV","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","29","","10/01/2014","09/30/2015"
"NY","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","29","","10/01/2014","09/30/2015"
"OH","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","20","","10/01/2014","09/30/2015"
"OK","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","26","","10/01/2014","09/30/2015"
"OR","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","30","","10/01/2014","09/30/2015"
"PA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","33","","10/01/2014","09/30/2015"
"PR","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"RI","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"SC","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","34","","10/01/2014","09/30/2015"
"SD","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","20","","10/01/2014","09/30/2015"
"TN","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","22","","10/01/2014","09/30/2015"
"TX","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","25","","10/01/2014","09/30/2015"
"UT","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","26","","10/01/2014","09/30/2015"
"VA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","17","","10/01/2014","09/30/2015"
"VI","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"VT","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","28","","10/01/2014","09/30/2015"
"WA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","29","","10/01/2014","09/30/2015"
"WI","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","18","","10/01/2014","09/30/2015"
"WV","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","27","","10/01/2014","09/30/2015"
"WY","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_HIGH_MIN","20","","10/01/2014","09/30/2015"
"AK","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","41","","10/01/2014","09/30/2015"
"AL","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","40","","10/01/2014","09/30/2015"
"AR","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","19","","10/01/2014","09/30/2015"
"AZ","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","27","","10/01/2014","09/30/2015"
"CA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","34","","10/01/2014","09/30/2015"
"CO","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","11","","10/01/2014","09/30/2015"
"CT","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","32","","10/01/2014","09/30/2015"
"DC","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","83","","10/01/2014","09/30/2015"
"DE","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","48","","10/01/2014","09/30/2015"
"FL","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","26","","10/01/2014","09/30/2015"
"GA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","44","","10/01/2014","09/30/2015"
"HI","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","19","","10/01/2014","09/30/2015"
"IA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","35","","10/01/2014","09/30/2015"
"ID","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","25","","10/01/2014","09/30/2015"
"IL","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","37","","10/01/2014","09/30/2015"
"IN","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","27","","10/01/2014","09/30/2015"
"KS","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","20","","10/01/2014","09/30/2015"
"KY","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","34","","10/01/2014","09/30/2015"
"LA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","35","","10/01/2014","09/30/2015"
"MA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","45","","10/01/2014","09/30/2015"
"MD","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","Not Available","4 - Data suppressed by CMS for one or more quarters.","10/01/2014","09/30/2015"
"ME","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","33","","10/01/2014","09/30/2015"
"MI","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","23","","10/01/2014","09/30/2015"
"MN","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","25","","10/01/2014","09/30/2015"
"MO","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","27","","10/01/2014","09/30/2015"
"MS","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","29","","10/01/2014","09/30/2015"
"MT","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"NC","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","37","","10/01/2014","09/30/2015"
"ND","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"NE","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","43","","10/01/2014","09/30/2015"
"NH","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","10/01/2014","09/30/2015"
"NJ","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","29","","10/01/2014","09/30/2015"
"NM","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","53","","10/01/2014","09/30/2015"
"NV","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","13","","10/01/2014","09/30/2015"
"NY","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","48","","10/01/2014","09/30/2015"
"OH","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","20","","10/01/2014","09/30/2015"
"OK","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (high)","OP_20_VERY_HIGH_MIN","25","","10/01/2014","09/30/2015"
